InsuredNric,Insured_Premium,Claim_count,Discounts,Coverage_final,ExpDate,EffDate,Advance_purchase,Cumulative_Policies,Insured_age,No_of_insured,avg_past_3_trips_claims,avg_past_3_trips_claims_amount,Region,plantype_fgi,Policies_Per_Year,trip_duration,Tenure_Years,RG5_capped,RG6_capped,RG7_capped,RG8_capped,RG9_capped,RG10_capped,GrossClaimIncurredWithGSTHTD_capped
133C,454.33,1,181.03,Deluxe,2022-04-26,2023-01-03,72,3,55,3,1.34,510.43,ASIA,Individual,0.5300353356890459,24,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154H,461.85,1,135.42,Deluxe,2022-10-13,2022-03-29,47,3,36,2,2.03,828.47,ASEAN,Family,0.5714285714285714,27,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310V,407.95,1,125.02,Classic,2023-11-07,2023-08-01,66,8,40,1,2.17,280.33,ASIA,Family,1.88,10,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,472.51,1,21.34,Classic,2022-06-11,2024-02-16,16,6,19,2,2.13,666.85,ASEAN,Individual,0.8032128514056225,25,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051Q,807.85,0,73.04,Preferred,2022-08-21,2023-12-02,53,13,38,3,1.07,647.82,ASEAN,Individual,2.658486707566462,12,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872G,757.82,0,91.91,Deluxe,2022-01-22,2022-03-02,63,4,30,3,2.33,271.41,ASEAN,Family,0.676818950930626,4,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820Q,572.73,0,179.38,Deluxe,2022-04-06,2024-01-27,38,1,40,4,2.52,3.82,ASEAN,Individual,0.14925373134328357,13,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341T,610.44,2,33.97,Deluxe,2023-12-26,2022-09-23,13,5,50,4,2.28,950.77,ASIA,Family,0.9505703422053232,21,5.26,0.0,0.0,0.0,0.0,0.0,25.93,28.69
627A,318.96,1,55.21,Classic,2022-10-30,2023-06-11,18,14,52,4,0.01,858.96,ASEAN,Individual,2.37,4,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430S,508.87,1,80.35,Deluxe,2022-09-20,2022-11-01,3,12,23,4,0.16,682.19,ASEAN,Individual,0.88,13,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829S,798.51,0,31.9,Preferred,2023-08-09,2023-08-12,13,5,55,4,2.51,709.38,WORLDWIDE,Family,1.1160714285714284,8,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,861.08,0,262.57,Preferred,2022-04-29,2022-07-06,16,1,57,4,2.93,125.55,ASEAN,Individual,0.5376344086021505,4,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,205.16,1,28.57,Classic,2023-09-30,2022-02-12,16,11,70,4,1.65,879.26,ASIA,Individual,1.7322834645669292,25,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872G,556.19,1,105.32,Preferred,2022-05-04,2023-05-17,44,10,21,2,2.97,239.16,ASIA,Individual,3.0864197530864197,24,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631D,390.37,2,43.13,Deluxe,2023-04-06,2023-12-25,72,8,21,3,0.49,642.82,WORLDWIDE,Individual,1.9900497512437814,24,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782I,474.85,1,176.39,Deluxe,2023-03-22,2022-08-29,78,10,63,1,1.38,560.87,WORLDWIDE,Group,1.4641288433382138,14,6.83,0.0,0.0,1074.48,0.0,0.0,0.0,1230.18
097Q,392.54,1,93.2,Deluxe,2022-11-07,2022-07-04,6,4,61,3,2.2,355.04,ASIA,Group,0.6472491909385114,4,6.18,1617.34,907.42,0.0,0.0,0.0,0.0,2716.53
161R,340.77,0,106.5,Classic,2023-08-19,2023-09-23,86,13,39,4,0.04,9.04,ASEAN,Individual,1.53,13,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957A,352.88,1,107.42,Classic,2023-02-08,2023-10-22,35,3,66,3,1.73,357.12,ASIA,Family,0.8287292817679558,29,3.62,0.0,167.95,1311.28,0.0,136.37,0.0,1844.94
731O,503.78,0,44.5,Preferred,2022-04-15,2022-08-12,17,6,51,4,0.85,950.46,ASIA,Group,2.0338983050847457,5,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341T,240.23,2,73.33,Classic,2022-03-25,2023-03-06,8,9,65,3,1.78,32.81,ASIA,Group,1.83,5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801Y,516.35,0,9.38,Preferred,2023-09-20,2022-11-06,69,14,70,2,1.6,590.43,ASEAN,Group,3.75,10,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482Q,421.34,1,32.21,Classic,2022-02-07,2023-06-26,36,9,22,1,1.27,302.93,ASEAN,Individual,4.18,16,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782I,360.37,0,78.49,Deluxe,2022-07-21,2022-03-04,59,2,26,1,2.86,42.42,ASEAN,Individual,1.3605442176870748,27,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731O,663.36,1,42.2,Deluxe,2022-04-06,2023-03-30,70,1,64,3,0.38,850.47,ASEAN,Family,0.3236245954692557,11,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838N,205.79,0,35.83,Classic,2022-07-11,2022-04-06,81,3,43,3,1.52,387.24,WORLDWIDE,Family,4.02,5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737Z,518.1,1,24.56,Deluxe,2022-08-28,2023-05-29,19,12,33,3,2.64,808.79,ASIA,Individual,1.92,24,5.55,409.33,0.0,0.0,0.0,0.0,0.0,442.44
872G,552.54,1,161.94,Deluxe,2022-03-10,2022-05-29,59,1,67,4,1.0,677.54,ASEAN,Family,0.18832391713747648,3,5.31,0.0,336.28,1591.95,0.0,0.0,0.0,2144.44
103C,245.11,1,58.93,Deluxe,2023-02-08,2022-03-01,24,2,27,1,2.94,67.5,ASIA,Family,0.25510204081632654,7,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288A,583.53,0,61.69,Deluxe,2022-04-08,2023-01-11,35,2,41,2,2.07,143.94,ASIA,Family,0.7326007326007326,22,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,605.29,0,133.98,Deluxe,2022-11-05,2022-06-14,79,11,27,1,2.12,610.01,ASEAN,Family,1.4473684210526316,6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767E,515.53,1,149.65,Classic,2022-02-15,2023-10-11,32,6,65,2,0.31,8.32,ASEAN,Family,1.595744680851064,27,3.76,739.87,0.0,0.0,789.99,0.0,0.0,1689.26
310V,444.94,0,177.31,Preferred,2022-02-12,2023-02-12,41,10,67,4,0.61,653.99,WORLDWIDE,Family,4.6,3,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736B,202.69,0,30.18,Classic,2023-05-18,2023-11-12,82,6,36,4,2.8,544.25,ASEAN,Individual,0.7585335018963337,26,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,112.26,1,24.17,Classic,2023-01-04,2023-12-26,37,9,35,4,2.36,411.34,WORLDWIDE,Individual,2.356020942408377,10,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627A,390.53,0,31.41,Deluxe,2022-08-02,2022-10-14,7,13,60,2,0.08,210.03,ASEAN,Individual,0.55,27,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482Q,439.66,2,126.72,Classic,2022-10-30,2023-09-19,83,3,21,1,0.02,924.56,ASEAN,Individual,0.44709388971684055,28,6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395G,551.6,0,82.41,Preferred,2022-11-10,2022-05-08,85,13,26,2,1.66,503.13,ASEAN,Individual,3.55,19,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,535.41,0,34.34,Deluxe,2023-11-08,2023-09-22,13,14,69,3,1.47,429.61,ASIA,Individual,2.89,14,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835Y,140.8,1,35.74,Deluxe,2022-04-25,2023-12-06,73,10,45,3,0.74,57.73,ASEAN,Family,1.49,26,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423Y,532.65,0,148.38,Deluxe,2022-06-24,2023-04-25,29,2,51,3,1.64,575.41,ASEAN,Individual,1.4492753623188408,23,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969M,503.19,1,155.58,Deluxe,2022-04-13,2022-08-12,62,1,60,1,2.02,408.12,WORLDWIDE,Family,1.7543859649122808,18,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884X,443.26,0,154.99,Deluxe,2023-03-01,2023-06-14,51,6,58,3,1.35,183.44,WORLDWIDE,Individual,1.680672268907563,23,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829S,408.64,1,57.3,Deluxe,2022-02-09,2022-03-31,55,14,21,3,1.11,45.32,ASEAN,Individual,2.21,4,5.46,522.51,141.23,0.0,0.0,0.0,0.0,718.24
834M,394.07,0,16.34,Classic,2022-02-17,2023-03-16,36,8,26,2,1.64,521.07,ASEAN,Individual,1.4466546112115732,5,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262I,329.85,0,20.94,Deluxe,2023-02-04,2024-01-28,3,5,43,4,2.56,541.65,ASIA,Group,1.9762845849802373,13,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,675.96,0,232.94,Deluxe,2024-01-04,2024-01-17,10,12,28,3,1.67,584.67,ASEAN,Group,2.53,19,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482Q,778.21,0,257.09,Deluxe,2023-01-13,2023-10-15,13,11,53,3,0.79,661.97,WORLDWIDE,Individual,1.71875,8,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475Y,353.2,0,36.67,Classic,2022-03-11,2023-03-12,35,5,73,2,2.0,323.03,WORLDWIDE,Individual,0.6273525721455459,9,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525L,379.63,0,151.68,Deluxe,2022-10-26,2022-05-02,61,10,20,1,1.4,571.16,ASEAN,Group,3.125,13,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,546.69,0,50.74,Deluxe,2022-06-15,2023-03-22,78,8,67,1,2.29,38.94,WORLDWIDE,Individual,2.21606648199446,18,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511M,350.12,0,19.39,Deluxe,2023-10-27,2022-11-03,48,3,40,4,1.14,371.49,ASIA,Individual,0.38167938931297707,23,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,622.79,1,236.46,Preferred,2022-07-08,2022-07-05,55,6,35,4,2.83,167.36,ASIA,Individual,3.64,11,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835Y,510.62,0,92.97,Deluxe,2023-12-22,2022-05-04,46,14,67,4,2.06,24.97,ASEAN,Group,1.8158236057068742,22,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819N,296.7,1,27.39,Deluxe,2023-12-22,2023-11-02,84,4,72,4,2.07,596.78,ASIA,Individual,0.6633499170812603,29,6.03,0.0,0.0,0.0,0.0,539.7,540.96,1210.63
513L,359.52,0,135.29,Deluxe,2024-01-04,2023-02-01,20,12,56,1,2.93,816.97,WORLDWIDE,Individual,0.88,13,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474N,236.35,0,25.39,Classic,2023-07-18,2023-05-31,84,3,54,2,0.5,114.43,ASEAN,Family,1.3953488372093024,10,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347G,261.85,0,22.05,Classic,2022-03-27,2023-07-01,82,6,41,3,0.81,98.58,WORLDWIDE,Individual,1.466992665036675,7,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511M,362.98,0,39.73,Deluxe,2023-03-22,2023-01-09,17,1,72,3,0.92,822.38,ASEAN,Group,0.3225806451612903,15,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525L,908.48,0,305.29,Preferred,2022-02-01,2023-02-28,40,4,43,3,1.57,470.87,ASIA,Individual,2.8985507246376816,9,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896G,552.25,0,168.43,Deluxe,2023-05-03,2022-09-17,6,3,30,1,1.54,869.61,ASEAN,Individual,0.5494505494505495,15,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,170.85,0,56.43,Classic,2023-02-10,2023-10-01,38,8,72,4,1.11,785.64,ASEAN,Individual,1.7094017094017095,14,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,493.63,1,49.89,Deluxe,2023-12-26,2023-09-19,22,4,30,1,2.61,792.59,ASIA,Individual,0.8583690987124464,3,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121T,653.17,0,54.22,Preferred,2023-04-19,2022-05-22,59,13,56,1,1.4,760.58,ASEAN,Group,2.2491349480968856,19,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161R,313.55,1,3.82,Deluxe,2023-10-23,2023-10-17,55,1,57,3,1.85,910.61,ASIA,Individual,0.3861003861003861,22,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829S,419.96,0,39.89,Classic,2022-05-20,2023-05-27,78,9,74,4,0.84,173.5,ASEAN,Individual,1.8907563025210086,13,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487I,417.2,0,94.42,Deluxe,2023-02-11,2023-08-22,6,6,67,2,0.06,826.86,ASIA,Individual,1.55,13,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764U,680.19,0,184.6,Preferred,2022-01-28,2023-08-04,37,3,69,4,1.05,912.93,ASEAN,Group,0.5172413793103449,19,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,715.49,0,22.59,Preferred,2022-07-29,2023-10-02,63,12,25,4,1.12,928.63,ASEAN,Family,1.23,14,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495S,384.9,0,139.3,Classic,2022-12-26,2022-02-10,83,3,41,1,0.34,941.53,ASIA,Group,0.8379888268156425,14,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784R,636.85,1,76.13,Preferred,2023-01-03,2022-06-09,89,2,47,3,1.03,429.96,WORLDWIDE,Family,1.4492753623188408,3,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310V,566.37,0,10.25,Deluxe,2022-12-30,2022-11-30,87,4,44,2,0.32,873.02,ASIA,Individual,1.3559322033898304,12,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872G,961.85,1,204.79,Preferred,2023-08-25,2024-01-18,72,13,71,4,2.95,259.67,WORLDWIDE,Group,2.06,25,1.37,430.02,0.0,7881.69,55.68,0.0,0.0,8812.91
427R,258.64,0,59.76,Classic,2023-11-25,2023-04-02,21,1,39,2,2.69,793.93,ASEAN,Family,0.8771929824561404,15,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998K,488.77,1,132.79,Classic,2023-07-24,2023-03-14,89,2,43,3,1.43,407.75,ASEAN,Individual,0.2680965147453083,19,7.46,0.0,45.11,0.0,0.0,0.0,0.0,48.28
136D,286.52,1,8.8,Classic,2023-09-04,2023-12-07,32,10,65,4,2.44,611.83,ASEAN,Family,0.98,6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737Z,344.02,0,39.63,Deluxe,2022-07-06,2024-01-21,16,14,21,1,0.66,518.28,ASIA,Family,1.93,17,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430S,389.4,0,49.31,Classic,2023-04-03,2022-09-18,18,2,22,1,1.29,731.5,WORLDWIDE,Family,0.2642007926023778,8,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,375.49,0,37.47,Deluxe,2023-08-31,2023-05-03,74,4,23,4,2.65,559.41,WORLDWIDE,Individual,1.7777777777777777,6,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462V,947.76,1,236.09,Preferred,2022-06-24,2022-04-10,47,4,40,2,2.33,130.5,ASIA,Group,3.5398230088495577,12,1.13,0.0,0.0,9277.93,740.12,0.0,0.0,10639.56
737Z,182.12,1,20.23,Classic,2022-05-01,2022-03-26,75,1,68,2,2.57,731.16,WORLDWIDE,Individual,1.25,17,0.8,86.95,0.0,535.74,0.0,0.0,0.0,670.3
820Q,395.82,0,89.63,Classic,2022-03-13,2022-10-21,63,7,63,3,0.15,426.12,WORLDWIDE,Individual,1.51,26,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,227.38,0,30.69,Preferred,2022-03-17,2023-10-06,30,7,33,2,2.26,51.29,ASEAN,Group,1.2280701754385965,6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509R,715.48,0,42.71,Preferred,2022-06-13,2022-09-12,16,2,22,2,0.1,391.91,ASIA,Family,0.2797202797202797,6,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509R,181.39,0,47.02,Classic,2022-04-26,2022-09-27,79,9,37,1,1.64,105.59,ASEAN,Individual,1.6274864376130198,24,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824J,324.59,0,98.89,Classic,2022-07-08,2023-03-22,83,5,49,2,1.3,446.44,ASIA,Individual,2.4875621890547266,18,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,50.0,1,17.31,Deluxe,2022-04-18,2023-07-16,26,11,57,2,2.02,846.89,ASEAN,Individual,1.7628205128205128,4,6.24,0.0,0.0,3411.68,1765.19,0.0,0.0,5544.6
321V,127.96,0,35.44,Classic,2024-01-07,2023-01-27,42,5,71,4,0.64,122.01,ASIA,Family,1.0080645161290323,28,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407R,482.77,0,15.76,Classic,2024-01-08,2023-12-20,20,7,19,1,2.02,724.25,ASEAN,Individual,4.12,4,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407R,183.25,0,61.56,Classic,2023-12-29,2023-12-06,58,12,39,4,2.55,991.45,ASIA,Individual,1.8633540372670807,26,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,730.74,0,74.14,Preferred,2022-05-03,2023-03-07,59,5,21,1,1.9,593.46,ASEAN,Individual,0.7374631268436578,15,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701B,212.17,1,21.6,Classic,2022-07-09,2022-10-09,84,3,22,1,1.66,812.26,ASEAN,Individual,1.3043478260869565,29,2.3,0.0,0.0,1028.42,0.0,0.0,0.02,1153.1
104H,262.2,0,103.55,Classic,2022-12-10,2022-03-26,16,3,37,2,1.39,320.03,ASEAN,Group,0.5338078291814946,22,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969M,302.07,0,69.19,Deluxe,2022-10-03,2022-04-14,39,4,68,2,2.98,92.5,ASIA,Individual,0.954653937947494,22,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911R,441.86,0,92.54,Classic,2023-09-19,2022-02-26,23,11,30,4,2.31,651.9,WORLDWIDE,Individual,2.63,25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767E,507.03,0,121.4,Deluxe,2023-01-04,2022-09-08,65,3,57,4,1.75,730.22,ASEAN,Individual,0.5217391304347826,27,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407R,282.04,1,46.51,Classic,2023-03-14,2022-09-03,45,7,67,4,1.74,345.62,WORLDWIDE,Group,0.85,16,1.71,189.73,436.41,0.0,0.0,0.0,0.0,704.8
532Q,202.2,1,33.56,Classic,2023-06-03,2022-11-05,81,2,66,1,0.54,262.47,ASIA,Family,1.3793103448275863,3,1.45,0.0,0.0,0.0,761.49,0.0,0.0,829.79
393A,449.74,0,125.6,Deluxe,2022-09-17,2023-06-28,71,14,67,1,0.3,116.48,ASEAN,Family,2.88,13,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136D,600.64,1,147.61,Preferred,2023-07-05,2022-12-01,46,10,65,3,1.51,200.77,ASEAN,Individual,1.567398119122257,6,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393A,271.06,0,107.1,Classic,2022-03-31,2024-02-19,6,6,61,4,2.41,469.52,ASEAN,Individual,0.55,12,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407R,241.01,0,36.73,Classic,2022-10-01,2022-10-17,7,11,35,4,2.26,905.54,WORLDWIDE,Family,2.240325865580448,29,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242X,576.64,1,180.93,Deluxe,2022-07-04,2022-04-26,55,11,33,3,1.62,605.09,ASEAN,Individual,1.6541353383458646,15,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736B,660.06,0,21.15,Deluxe,2022-05-03,2023-02-22,83,10,45,1,1.16,51.15,ASEAN,Individual,2.67,10,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475Y,533.13,0,117.99,Deluxe,2022-01-16,2022-12-30,67,9,31,1,0.34,917.54,ASIA,Individual,1.6853932584269664,19,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104H,586.76,2,177.62,Deluxe,2023-02-24,2022-07-21,6,5,60,1,0.43,382.14,ASIA,Family,0.52,27,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347G,189.99,0,1.82,Deluxe,2023-04-26,2022-04-09,46,9,51,4,2.87,599.36,ASIA,Group,2.27,15,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283F,524.43,0,193.5,Deluxe,2023-05-10,2022-05-25,55,11,36,3,0.97,687.3,WORLDWIDE,Individual,2.7,3,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911R,246.47,0,72.05,Classic,2023-11-30,2022-11-16,19,12,69,1,0.54,957.2,WORLDWIDE,Individual,2.57,8,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E,349.9,1,102.2,Deluxe,2022-08-02,2022-04-26,26,8,38,1,1.23,354.38,ASEAN,Individual,1.6161616161616161,15,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E,310.38,0,39.11,Classic,2023-04-11,2022-04-29,47,8,68,2,1.42,43.32,ASIA,Group,1.2364760432766615,27,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498A,285.29,1,79.2,Deluxe,2023-06-21,2022-03-30,41,6,28,1,0.73,91.31,ASEAN,Family,1.08,23,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564C,303.92,0,15.24,Classic,2022-02-04,2024-01-03,1,4,42,1,1.48,121.7,ASIA,Group,1.075268817204301,25,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341H,196.93,0,62.28,Classic,2023-02-06,2023-07-31,89,13,62,2,1.77,67.38,WORLDWIDE,Family,2.9612756264236904,12,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525L,213.81,1,55.54,Classic,2023-06-05,2023-10-14,9,10,21,1,0.06,153.78,WORLDWIDE,Group,1.400560224089636,20,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824J,445.86,0,160.04,Preferred,2022-04-27,2022-10-25,42,13,53,4,1.25,356.57,WORLDWIDE,Family,2.8,24,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030Z,601.07,1,151.96,Deluxe,2023-01-10,2023-09-05,67,10,52,2,0.62,313.27,ASIA,Group,0.53,17,7.41,243.83,0.0,0.0,131.79,0.0,120.87,569.24
513L,348.43,0,91.67,Classic,2023-09-04,2023-07-04,30,3,66,1,2.71,267.42,WORLDWIDE,Family,0.4243281471004243,21,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,777.42,1,95.17,Preferred,2022-10-11,2022-04-16,38,13,31,3,2.86,328.82,ASIA,Individual,4.15,22,2.67,0.0,0.0,0.0,1535.65,0.0,664.03,2360.54
911R,604.42,1,12.97,Deluxe,2022-10-10,2022-02-01,80,6,24,4,0.58,820.55,ASIA,Individual,1.3856812933025404,7,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998K,580.85,1,26.16,Deluxe,2022-02-19,2023-06-17,78,2,32,3,2.88,679.16,ASIA,Family,0.28653295128939826,17,6.98,0.0,0.0,3650.89,0.0,0.0,0.0,4154.45
242X,247.54,0,96.62,Classic,2023-03-22,2022-04-20,78,9,46,2,0.5,462.59,ASEAN,Family,1.1435832274459974,16,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,652.83,1,122.2,Deluxe,2023-03-21,2022-02-22,35,5,33,2,1.95,418.97,ASEAN,Family,0.9157509157509157,23,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935G,379.32,0,63.53,Classic,2023-11-28,2022-10-23,86,6,39,2,0.5,120.36,ASEAN,Individual,1.0362694300518134,3,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,431.69,0,107.29,Deluxe,2022-10-11,2022-05-17,55,4,23,2,0.7,53.83,ASEAN,Family,1.0282776349614395,20,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154H,682.76,1,270.95,Preferred,2022-02-21,2023-01-29,29,5,43,2,2.58,325.88,WORLDWIDE,Family,0.58,22,6.71,752.64,0.0,0.0,0.0,0.0,0.0,808.99
482Q,1109.26,1,238.29,Preferred,2023-06-27,2022-07-08,18,7,34,2,0.96,164.29,ASIA,Family,2.3728813559322033,21,2.95,385.65,167.67,507.01,0.0,0.0,0.0,1199.0
242X,318.11,1,36.16,Classic,2022-06-11,2023-04-28,78,14,33,3,1.78,700.94,ASEAN,Group,2.31404958677686,24,6.05,981.79,577.13,1433.98,0.0,0.0,0.0,3387.85
475Y,645.49,0,204.78,Deluxe,2022-02-14,2022-05-08,23,7,43,1,2.87,953.63,ASEAN,Family,0.9198423127463863,29,7.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701B,643.95,0,123.16,Deluxe,2023-07-01,2022-04-20,67,7,46,2,1.35,531.11,ASIA,Individual,3.63,13,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104H,452.17,1,149.18,Deluxe,2023-11-01,2024-02-10,21,14,34,1,0.59,237.48,ASEAN,Individual,3.1460674157303368,11,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651H,376.89,1,36.3,Deluxe,2022-06-15,2022-03-13,45,8,57,2,0.89,89.76,WORLDWIDE,Family,2.68,26,2.81,58.19,0.0,0.0,0.0,468.53,0.0,556.0
998K,353.36,0,101.02,Classic,2022-12-07,2023-11-23,18,7,46,4,0.24,876.61,ASIA,Group,2.127659574468085,19,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834M,851.7,0,170.07,Deluxe,2022-09-04,2023-07-16,52,10,42,2,1.03,961.55,ASEAN,Group,2.08,12,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,459.7,0,146.43,Deluxe,2023-10-28,2023-01-21,72,4,53,1,1.8,339.22,ASIA,Family,3.85,3,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511M,426.19,0,81.88,Deluxe,2022-03-12,2022-09-21,78,11,43,2,1.79,484.69,ASEAN,Group,0.98,6,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
097Q,357.43,1,3.16,Deluxe,2022-03-28,2022-04-20,77,7,34,2,0.42,738.17,WORLDWIDE,Individual,1.1164274322169059,10,6.27,1636.43,0.0,0.0,0.0,0.0,0.0,1788.42
011W,280.61,0,20.03,Preferred,2022-01-18,2023-07-09,52,11,71,2,0.98,191.74,ASIA,Individual,1.43,23,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
