ClaimNo_AT,AccidentDesc,AccidentTypeDesc,DriverNric
POL-2020-764926,Hit and run incident in shopping mall. Vehicle minor scratches. Driver had bruises.,vehicle,S7655572F
POL-2021-812711,Sudden heart palpitations while working. Transported to hospital. emergency surgery administered.,medical,S7298619G
POL-2022-261712,Food poisoning at street vendor. Symptoms included severe pain. Hospitalized for 3 days. No witnesses present.,medical,S2233237B
POL-2022-898329,Rear-ended by another vehicle while parking. Suffered back pain. Police report filed.,vehicle,S6171869H
POL-2020-127537,Single vehicle accident due to mechanical failure. back pain sustained. Vehicle rear damage.,vehicle,S9597330G
POL-2022-533911,Slipped and fell at residential area. Resulted in bruises. Required specialized care.,medical,S7463219A
POL-2021-381981,Hit and run incident in parking lot. Vehicle total loss. Driver had back pain.,vehicle,S7387623C
POL-2023-920685,Car accident on Interstate 95 involving 3 vehicles. bruises reported. significant damage to vehicle. Photos attached.,vehicle,S8064924E
POL-2022-982495,Trip cancelled due to family emergency. Non-refundable bookings worth $5000.,travel,S1113537G
POL-2022-732512,Collision with divider during basketball activity. Sustained neck strain.,sports,S3283789E
POL-2023-703853,Trip cancelled due to family emergency. Non-refundable bookings worth $5000.,travel,S6354241E
POL-2020-691240,Single vehicle accident due to tire blowout. concussion sustained. Vehicle rear damage.,vehicle,S7592357F
POL-2023-936433,Vehicle collided with wall at residential area. Driver experienced shoulder pain. Foggy conditions.,vehicle,S8744735D
POL-2021-849979,Sudden seizure while sightseeing. Transported to hospital. emergency surgery administered.,medical,S5060441E
POL-2024-138551,Trip cancelled due to weather. Non-refundable bookings worth $25000.,travel,S7724393G
POL-2021-789545,"Luggage lost on flight from Sydney to Paris. Contained business documents, laptop.",travel,S2425760B
POL-2023-211090,Car accident on Route 66 involving 3 vehicles. bruises reported. significant damage to vehicle.,vehicle,S7704473F
POL-2022-125755,Allergic reaction to peanuts. Experienced severe pain. Emergency treatment required. Urgent processing requested.,medical,S8768911C
POL-2022-459731,Food poisoning at airport cafe. Symptoms included dizziness. Hospitalized for 3 days.,medical,S3376915F
POL-2022-170437,Vehicle collided with another vehicle at downtown. Driver experienced neck strain. Windy conditions. Insurance claim to follow.,vehicle,S8351204H
POL-2024-267914,Hit and run incident in shopping mall. Vehicle significant damage. Driver had bruises.,vehicle,S5092180C
POL-2023-130610,"Luggage lost on flight from Tokyo to Los Angeles. Contained jewelry, camera equipment.",travel,S4127053G
POL-2022-888870,Flight delayed for 48 hours. Missed connecting flight. Incurred $1000 in expenses.,travel,S4603680D
POL-2020-375097,Fell ill with COVID-19 during trip to Brazil. Medical expenses $25000.,travel,S4306357H
POL-2022-469082,Vandalism to office. total loss requiring professional repair.,property,S7585795B
POL-2022-223586,Vehicle collided with pole at intersection. Driver experienced concussion. Icy conditions.,vehicle,S2421902C
POL-2023-294776,Pre-existing heart palpitations aggravated during travel. Required medication. Photos attached.,medical,S3313029G
POL-2022-982885,Slipped and fell at downtown. Resulted in neck strain. Required emergency surgery.,medical,S3353785C
POL-2024-629990,Fell ill with stomach flu during trip to Egypt. Medical expenses $10000.,travel,S4273712G
POL-2021-406278,Rear-ended by another vehicle while parking. Suffered fractured ribs. Police report filed.,vehicle,S2386982A
POL-2024-219754,Single vehicle accident due to tire blowout. neck strain sustained. Vehicle rear damage.,vehicle,S9309978B
POL-2023-207391,"Luggage lost on flight from London to Paris. Contained jewelry, camera equipment. No witnesses present.",travel,S8404902D
POL-2021-320073,Vandalism to storage unit. minor scratches requiring professional repair.,property,S8366370B
POL-2021-953047,Vehicle collided with cyclist at office building. Driver experienced fractured ribs. Icy conditions.,vehicle,S3784709C
POL-2022-700556,Single vehicle accident due to animal crossing. back pain sustained. Vehicle total loss.,vehicle,S6430006E
POL-2021-361805,Car accident on Interstate 95 involving multiple vehicles. bruises reported. total loss to vehicle.,vehicle,S5652716C
POL-2023-573947,Vehicle collided with wall at office building. Driver experienced fractured ribs. Windy conditions.,vehicle,S5508325G
POL-2023-443187,Slipped and fell at residential area. Resulted in shoulder pain. Required physical therapy.,medical,S7191986H
POL-2021-550513,Storm damage to office. minor scratches observed. Temporary accommodation needed.,property,S9966154G
POL-2024-993829,"Allergic reaction to peanuts. Experienced nausea, vomiting, diarrhea. Emergency treatment required. Seeking full compensation.",medical,S6666591C
POL-2021-562721,Sudden asthma attack while working. Transported to hospital. medication administered. Photos attached.,medical,S1273155B
POL-2022-186424,"Food poisoning at airport cafe. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 3 days.",medical,S2565985F
POL-2020-837880,Rear-ended by another vehicle while stopped at traffic light. Suffered shoulder pain. Police report filed. Insurance claim to follow.,vehicle,S4928281G
POL-2020-108454,Flight delayed for 24 hours. Missed cruise departure. Incurred $5000 in expenses. Seeking full compensation.,travel,S9714828H
POL-2020-428572,"Allergic reaction to insect sting. Experienced severe headache, fever. Emergency treatment required.",medical,S2498726B
POL-2020-656278,Pre-existing seizure aggravated during travel. Required medication.,medical,S3233823C
POL-2023-746002,"Luggage lost on flight from Singapore to Paris. Contained electronics, clothing, documents.",travel,S4574477C
POL-2023-429780,"Luggage lost on flight from London to Paris. Contained electronics, clothing, documents.",travel,S7442986F
POL-2022-315425,Pre-existing seizure aggravated during travel. Required medication. No witnesses present.,medical,S5780177A
POL-2023-218220,Single vehicle accident due to tire blowout. back pain sustained. Vehicle rear damage.,vehicle,S5015476H
POL-2023-979727,Allergic reaction to shellfish. Experienced dizziness. Emergency treatment required.,medical,S6309530C
POL-2024-170813,Rear-ended by another vehicle while stopped at traffic light. Suffered whiplash. Police report filed.,vehicle,S2224599A
POL-2024-904373,Sudden heart palpitations while sightseeing. Transported to hospital. emergency surgery administered.,medical,S7676912E
POL-2022-182860,"Food poisoning at cruise ship dining. Symptoms included severe headache, fever. Hospitalized for 3 days.",medical,S5655136B
POL-2023-865416,Collision with another vehicle during football activity. Sustained bruises.,sports,S2109227E
POL-2024-738407,Rear-ended by another vehicle while stopped at traffic light. Suffered back pain. Police report filed.,vehicle,S2945931H
POL-2023-463546,"Allergic reaction to medication. Experienced severe headache, fever. Emergency treatment required. Photos attached.",medical,S1190431C
POL-2022-946313,Pre-existing diabetic emergency aggravated during travel. Required emergency surgery.,medical,S2980663A
POL-2023-635593,Sudden asthma attack while working. Transported to hospital. specialized care administered. No witnesses present.,medical,S2293020H
POL-2024-102693,Vehicle collided with barrier at highway. Driver experienced shoulder pain. Clear conditions.,vehicle,S2934976D
POL-2020-679720,Storm damage to office. total loss observed. Temporary accommodation needed. Urgent processing requested.,property,S3518002C
POL-2020-699298,Pre-existing asthma attack aggravated during travel. Required emergency surgery. Previous claim history: none.,medical,S6367620E
POL-2020-587686,"Burglary at residence. electronics, clothing, documents stolen. Property damage includes minor scratches.",property,S1770553G
POL-2021-405759,Allergic reaction to shellfish. Experienced dizziness. Emergency treatment required.,medical,S1133700F
POL-2024-897423,"Luggage lost on flight from Singapore to Hong Kong. Contained electronics, clothing, documents. Photos attached.",travel,S9277218D
POL-2020-895794,Trip cancelled due to medical emergency. Non-refundable bookings worth $2500.,travel,S1160974F
POL-2023-162804,Collision with pedestrian during football activity. Sustained back pain.,sports,S4995789G
POL-2022-580728,Injured ankle while playing swimming. back pain diagnosed. Treatment: specialized care.,sports,S9720112G
POL-2023-794622,Collision with pedestrian during tennis activity. Sustained fractured ribs.,sports,S2255447A
POL-2022-574751,Vehicle collided with barrier at parking lot. Driver experienced back pain. Foggy conditions. Seeking full compensation.,vehicle,S7592651F
POL-2023-226601,Food poisoning at street vendor. Symptoms included severe pain. Hospitalized for 4 days. No witnesses present.,medical,S8819107F
POL-2022-966529,Passport stolen in highway. Had to parking. Additional costs incurred.,travel,S2517010C
POL-2020-845702,Car accident on Route 66 involving 2 vehicles. knee injury reported. minor scratches to vehicle. Insurance claim to follow.,vehicle,S6499465C
POL-2023-682959,"Luggage lost on flight from Singapore to Hong Kong. Contained electronics, clothing, documents.",travel,S1521470G
POL-2020-164664,"Fire damage at parking lot. electronics, clothing, documents destroyed. Total loss estimated at $10000.",property,S3345338B
POL-2020-122859,Collision with divider during football activity. Sustained concussion.,sports,S2409947E
POL-2020-583388,Single vehicle accident due to animal crossing. knee injury sustained. Vehicle significant damage. Urgent processing requested.,vehicle,S6562484B
POL-2022-325146,Equipment failure during basketball resulted in fractured ribs. Required observation. Previous claim history: none.,sports,S8158234C
POL-2023-532005,Storm damage to home. front bumper damaged observed. Temporary accommodation needed. Insurance claim to follow.,property,S5123584E
POL-2024-361250,Passport stolen in downtown. Had to stopped at traffic light. Additional costs incurred.,travel,S8033593D
POL-2024-919394,Pre-existing diabetic emergency aggravated during travel. Required specialized care.,medical,S7024901H
POL-2022-726121,Car accident on Interstate 95 involving 4 vehicles. whiplash reported. rear damage to vehicle.,vehicle,S4016809A
POL-2021-788772,Single vehicle accident due to mechanical failure. whiplash sustained. Vehicle total loss.,vehicle,S3678059B
POL-2021-284654,Car accident on Route 66 involving 2 vehicles. neck strain reported. minor scratches to vehicle.,vehicle,S7516648F
POL-2023-668458,Hit and run incident in highway. Vehicle front bumper damaged. Driver had back pain. Insurance claim to follow.,vehicle,S3384080D
POL-2020-447848,Collision with pole during swimming activity. Sustained neck strain. Photos attached.,sports,S1334336H
POL-2021-715104,"Luggage lost on flight from Singapore to Los Angeles. Contained jewelry, camera equipment.",travel,S1999183A
POL-2024-205939,Car accident on Main Street involving multiple vehicles. concussion reported. significant damage to vehicle.,vehicle,S7267813G
POL-2021-797860,Food poisoning at street vendor. Symptoms included severe pain. Hospitalized for 3 days. Urgent processing requested.,medical,S3922635F
